id,image_id,llava_dsg,llava_tifa,llava-alt_dsg,fuyu_dsg,mplug_dsg,mplug_tifa,llava-alt_tifa,fuyu_tifa,llmscore_over,llmscore_ec,clipscore_norm,blipscore_norm,alignscore_norm,viescore
48,12,0.4,0.625,0.4,0,0.4,0.625,0.5,0.375,1,0,0.39,0.49,0.51,6
48,13,0.4,0.5,0.4,0,0.6,0.375,0.375,0.5,3,6,0.36,-0.07,0.53,8
48,14,0.2,0.375,0.2,0,0.2,0.25,0.375,0.125,2,9,0.21,-0.33,0.1,6
48,15,0.2,0.375,0.2,0.4,0.6,0.375,0.375,0.125,3,9,0.15,0.1,0.14,5
48,16,0.6,0.375,0.6,0.4,0.4,0.125,0.5,0,3,9,0.27,-0.27,0.22,6
49,0,1,1,1,0.75,0.75,1,1,0.4,0,0,0.74,0.19,0.75,8
49,1,0.5,0.6,0.5,0.25,0.5,0.6,0.6,0.4,1,0,0.4,-0.05,0.49,7
49,2,0.5,0.6,0.5,0.75,0.5,0.6,0.6,0.6,1,0,0.39,0.83,0.53,7
49,3,0.5,0.6,0.5,0.75,0.5,0.6,0.8,0.6,1,0,0.42,0.58,0.54,7
49,4,0.5,0.6,0.5,0.5,0.5,0.6,0.6,0.4,1,0,0.41,0.03,0.51,7
49,5,0.25,0.4,0.25,0.25,0.25,0.6,0.2,0.4,1,4,0.37,0.22,0.36,5
49,6,0.25,0.2,0.25,0.5,0.25,0.6,0.2,0.2,2,4,0.42,0.35,0.42,5
49,7,0.25,0.2,0.25,0.25,0.25,0.4,0.2,0.2,2,5,0.39,0.45,0.46,7
49,8,0.25,0.2,0.25,0.25,0.25,0.6,0.2,0.4,1,0,0.34,0.2,0.39,7
49,9,0.25,0.2,0.25,0.25,0.5,0.6,0.2,0.2,2,4,0.41,0.32,0.49,7
50,0,1,1,1,0.75,1,1,1,0.5,2,3,0.75,-0.54,0.79,8
50,1,1,1,1,0.375,1,1,1,0.6,1,5,0.7,-0.48,0.83,8
50,2,1,1,1,0.625,1,1,1,0.5,1,0,0.83,-0.52,0.79,8
50,3,1,1,1,0.625,1,1,1,0.5,1,2,0.74,-0.59,0.83,8
50,4,1,1,1,0.75,1,1,1,0.8,1,2,0.7,-0.13,0.77,8
50,5,1,0.9,1,0.625,1,1,0.9,0.5,1,2,0.66,-0.23,0.77,8
50,6,0.75,0.8,0.75,0.625,0.75,0.8,0.7,0.5,2,4,0.61,-0.88,0.74,8
50,7,0.75,0.8,0.75,0.875,0.75,0.7,0.7,0.7,1,4,0.64,-0.81,0.68,8
50,8,0.75,0.7,0.75,0.5,0.75,1,0.6,0.5,1,5,0.65,-0.15,0.69,8
50,9,1,1,1,0.5,1,1,1,0.4,0,2,0.73,-0.36,0.86,8
50,10,1,1,1,0.75,1,1,1,0.5,2,7,0.64,-0.2,0.66,8
50,11,1,1,1,0.75,1,1,1,0.7,1,6,0.56,-0.11,0.6,8
50,12,0.625,0.6,0.75,0.5,0.75,0.7,0.7,0.4,1,6,0.59,-0.04,0.62,8
50,13,0.875,0.8,0.875,0.5,0.875,0.8,0.8,0.5,1,2,0.68,-0.07,0.64,9
50,14,0.625,0.6,0.75,0.75,0.75,0.7,0.7,0.8,2,9,0.49,0.25,0.52,8
50,15,0.5,0.7,0.625,0.75,0.75,0.8,0.7,0.6,1,0,0.58,0.11,0.53,8
50,16,0.75,0.7,0.75,0.75,0.875,0.8,0.7,0.5,1,2,0.62,0.05,0.56,8
50,17,0.75,0.8,0.75,0.5,0.75,0.8,0.7,0.5,2,7,0.59,-0.98,0.72,8
50,18,0.75,0.7,0.75,0.875,0.75,0.9,0.7,0.6,2,4,0.59,-0.76,0.7,8
50,19,0.625,0.8,0.875,0.75,0.75,0.9,0.8,0.8,2,6,0.62,-0.58,0.67,8
50,20,0.5,0.7,0.75,0.625,0.875,0.8,0.7,0.7,2,5,0.6,-0.27,0.63,7
50,21,0.875,0.7,0.875,0.5,0.875,0.6,0.8,0.6,3,8,0.43,-0.34,0.52,7
50,22,0.75,0.8,0.75,0.5,1,0.9,0.8,0.4,1,3,0.48,-0.6,0.6,8
50,23,0.75,0.8,0.875,0.625,0.75,0.8,0.7,0.4,2,4,0.58,-0.09,0.76,8
50,24,0.75,0.8,0.75,0.75,0.75,0.9,0.7,0.7,1,3,0.66,-0.48,0.7,8
50,25,0.75,0.8,0.75,0.75,0.75,0.7,0.7,0.6,1,4,0.5,-0.31,0.56,8
50,26,0.75,0.8,0.875,0.75,0.875,0.8,0.9,0.7,2,4,0.64,0.09,0.61,8
50,27,0.625,0.7,0.625,0.75,0.75,0.9,0.6,0.6,3,6,0.46,-0.03,0.59,8
50,28,0.875,0.8,0.875,0.5,0.875,0.8,0.8,0.4,1,4,0.67,-0.3,0.63,9
50,29,0.75,0.6,0.75,0.5,0.75,0.7,0.7,0.6,2,6,0.63,-0.06,0.57,8
50,30,0.75,0.7,0.75,0.625,0.5,0.7,0.8,0.6,3,9,0.6,-0.14,0.59,8
50,31,0.75,0.6,0.75,0.625,0.75,0.8,0.7,0.5,1,1,0.59,-0.05,0.55,8
50,32,0.625,0.6,0.75,0.875,0.5,0.7,0.6,0.5,2,6,0.54,0.07,0.54,8
50,33,0.375,0.5,0.5,0.875,0.375,0.6,0.4,0.6,2,8,0.48,0.06,0.43,8
50,34,0.5,0.5,0.625,0.625,0.625,0.7,0.4,0.5,2,5,0.52,0.16,0.5,8
50,35,0.5,0.5,0.5,0.625,0.5,0.6,0.4,0.6,2,6,0.48,0.15,0.48,8
50,36,0.375,0.4,0.5,0.625,0.375,0.6,0.4,0.4,3,7,0.42,-0.6,0.4,8
50,37,0.5,0.7,0.625,0.75,0.5,0.7,0.7,0.7,2,5,0.52,-0.3,0.44,8
50,38,0.75,0.7,0.75,0.875,0.625,0.7,0.6,0.6,1,5,0.4,0.14,0.41,8
50,39,0.625,0.7,0.75,0.875,0.875,0.8,0.7,0.6,1,3,0.55,0.71,0.52,8
50,40,0.625,0.6,0.75,0.875,0.5,0.7,0.7,0.6,3,7,0.41,0.3,0.45,8
50,41,0.75,0.7,0.75,0.75,0.75,0.8,0.7,0.4,1,4,0.49,-0.19,0.45,8
50,42,0.75,0.7,0.75,0.875,0.875,0.7,0.7,0.6,1,0,0.45,-0.02,0.43,8
50,43,0.375,0.4,0.5,0.75,0.5,0.5,0.4,0.6,3,3,0.44,-0.03,0.43,6
50,44,0.375,0.4,0.375,0.375,0.375,0.5,0.4,0.6,3,4,0.42,-0.06,0.38,7
50,45,0.25,0.3,0.25,0.5,0.625,0.4,0.4,0.6,2,9,0.43,0.05,0.38,8
50,46,0.25,0.3,0.25,0.625,0.5,0.5,0.4,0.5,3,8,0.45,-0.21,0.39,6
50,47,0.375,0.4,0.25,0.625,0.25,0.5,0.4,0.5,3,9,0.39,-0.07,0.41,6
50,48,0.125,0.4,0.5,0.75,0.375,0.4,0.4,0.4,3,9,0.26,0.37,0.26,8
50,49,0.125,0.2,0.25,0.375,0.25,0.3,0.2,0.3,3,9,0.28,0.37,0.23,5
50,50,0.375,0.3,0.375,0.5,0.375,0.4,0.3,0.3,3,9,0.26,-0.11,0.26,7
50,51,0.25,0.2,0.125,0.75,0.375,0.4,0.2,0.6,3,9,0.26,-0.05,0.26,7
50,52,0.375,0.4,0.5,0.75,0.5,0.4,0.3,0.6,3,4,0.39,0.19,0.29,8
50,53,0.375,0.3,0.375,0.75,0.625,0.5,0.3,0.7,2,4,0.36,0.86,0.25,6
50,54,0.375,0.3,0.375,0.5,0.5,0.4,0.3,0.6,2,3,0.3,0.2,0.29,8
50,55,0.5,0.3,0.5,0.625,0.5,0.6,0.4,0.5,3,6,0.35,0.52,0.3,8
50,56,0.5,0.4,0.5,0.75,0.5,0.6,0.4,0.7,1,4,0.38,0.53,0.32,8
50,57,0.25,0.3,0.25,0.125,0.25,0.4,0.3,0.2,4,4,0.4,0.08,0.4,8
50,58,0.25,0.3,0.25,0.125,0.25,0.5,0.3,0.3,3,7,0.33,-0.2,0.41,6
50,59,0.25,0.2,0.25,0.5,0.625,0.5,0.2,0.3,4,7,0.21,-0.12,0.29,6
50,60,0.25,0.3,0.25,0.25,0.375,0.5,0.3,0.3,3,4,0.28,0,0.44,8
51,0,1,1,1,0.4,1,0.8333333333,1,0.3333333333,1,0,0.58,-0.4,0.69,8
51,1,0.4,0.3333333333,0.6,0.6,0.8,0.6666666667,0.3333333333,0.1666666667,3,7,0.33,0.38,0.46,8
51,2,0.4,0.5,0.6,0.2,0.8,0.6666666667,0.5,0.1666666667,3,4,0.42,0.21,0.53,8
51,3,0.6,0.6666666667,0.6,0.2,0.8,0.6666666667,0.5,0.1666666667,5,4,0.32,0.21,0.45,8
51,4,0.4,0.5,0.6,0.2,0.6,0.5,0.5,0.3333333333,5,9,0.35,-0.12,0.42,7
51,5,0.6,0.5,0.8,0.4,0.8,0.6666666667,0.5,0.3333333333,0,1,0.32,0.42,0.47,8
51,6,1,1,1,0.2,1,1,1,0.5,0,0,0.51,-0.09,0.64,8
51,7,1,0.8333333333,1,0.2,1,0.6666666667,1,0.3333333333,0,2,0.58,-0.01,0.67,8
51,8,1,1,1,0.2,1,1,1,0.6666666667,0,0,0.64,-0.45,0.74,8
51,9,1,1,1,0,1,1,1,0.3333333333,0,0,0.55,-0.23,0.7,7
51,10,1,0.8333333333,1,0.4,1,0.8333333333,1,0.5,0,0,0.47,-0.35,0.72,8
51,11,0.2,0.5,0.2,0,0.4,0.3333333333,0.5,0.3333333333,5,9,0.3,-0.12,0.27,4
51,12,0.2,0.5,0.2,0.2,0.8,0.3333333333,0.3333333333,0.3333333333,5,9,0.28,-0.04,0.21,6
51,13,0.2,0.1666666667,0.2,0.4,0.2,0.1666666667,0.1666666667,0.3333333333,5,9,0.34,-0.05,0.24,6
51,14,0.2,0.3333333333,0.2,0.4,0.4,0,0.3333333333,0.3333333333,5,9,0.39,0.1,0.19,6
51,15,0.4,0.8333333333,0.4,0.4,0.4,0.6666666667,0.6666666667,0.3333333333,1,0,0.51,-0.03,0.67,7
51,16,0.2,0.1666666667,0.4,0,0.4,0.1666666667,0.5,0,5,9,0.32,0.05,0.21,6
51,17,0,0.3333333333,0.2,0,0.2,0,0.1666666667,0,5,4,0.23,-0.48,0.12,6
51,18,0.2,0.1666666667,0.2,0.2,0.2,0.1666666667,0.1666666667,0.1666666667,4,5,0.36,-0.47,0.22,7
51,19,0.2,0.5,0.2,0,0.2,0.3333333333,0.5,0.3333333333,5,4,0.17,0.04,0.15,6
51,20,0.2,0.5,0.2,0.2,0.2,0.1666666667,0.1666666667,0,5,9,0.44,-0.19,0.2,8
52,0,1,0.75,1,1,1,0.75,0.75,0.5,0,0,0.74,-0.05,0.75,8
52,1,1,0.75,1,0.25,1,0.75,0.75,0.375,1,0,0.59,0.41,0.67,8
52,2,0.5,0.625,0.75,0.75,0.75,0.375,0.875,0.375,1,4,0.54,0.26,0.6,8
52,3,0.5,0.5,1,0.5,1,0.5,0.625,0.5,0,0,0.6,0.66,0.73,8
52,4,0.5,0.625,0.5,0.5,1,0.5,0.5,0.5,1,4,0.58,0.12,0.76,8
52,5,0.25,0.25,0.25,0.5,0.5,0.625,0.375,0.25,1,4,0.28,-0.62,0.37,5
52,6,0.25,0.25,0.25,0.25,0.25,0.25,0.375,0.125,5,4,0.36,-0.82,0.4,5
52,7,0.25,0.25,0.25,0.5,0.25,0.375,0.375,0.125,5,4,0.32,-1.02,0.41,2
52,8,0.25,0.25,0.25,0.25,0.5,0.375,0.375,0.125,1,4,0.3,-0.12,0.33,8
52,9,0.25,0.25,0.25,0.25,0.25,0.375,0.375,0.125,5,9,0.32,-0.62,0.4,6
53,0,1,0.7777777778,1,0.8888888889,1,1,0.8888888889,0.7777777778,1,3,0.74,0.14,0.73,8
53,1,0.7777777778,0.8888888889,1,0.5555555556,1,1,1,0.3333333333,0,0,0.76,-0.12,0.73,8
53,2,1,1,1,1,0.88888889,1,1,0.8888888889,0,1,0.69,-0.17,0.76,8
53,3,1,0.8888888889,1,0.8888888889,1,0.7777777778,1,0.6666666667,0,0,0.65,-0.34,0.72,8
53,4,0.2222222222,0.2222222222,0.2222222222,0.8888888889,0.77777778,0.6666666667,0.3333333333,0.2222222222,4,13,0.41,0.5,0.39,6
53,5,0.5555555556,0.5555555556,0.5555555556,0.5555555556,0.55555556,0.6666666667,0.4444444444,0.5555555556,5,4,0.46,0.27,0.49,8
53,6,0.5555555556,0.7777777778,0.6666666667,0.8888888889,0.66666667,0.7777777778,0.7777777778,0.8888888889,1,1,0.66,0.21,0.73,7
53,7,0.5555555556,0.6666666667,0.7777777778,0.6666666667,0.77777778,0.6666666667,0.6666666667,0.5555555556,0,1,0.64,-0.28,0.69,9
53,8,0.5555555556,0.6666666667,0.7777777778,0.8888888889,0.66666667,0.7777777778,0.7777777778,0.5555555556,0,1,0.61,-0.03,0.67,8
53,9,0.5555555556,0.6666666667,0.5555555556,0.5555555556,0.77777778,0.7777777778,0.6666666667,0.5555555556,1,1,0.65,-0.04,0.68,8
53,10,0.5555555556,0.5555555556,0.5555555556,1,0.55555556,0.5555555556,0.5555555556,0.6666666667,0,3,0.6,0.09,0.64,8
53,11,0.5555555556,0.6666666667,0.7777777778,0.6666666667,0.88888889,1,0.6666666667,0.7777777778,0,1,0.53,-0.27,0.58,8
53,12,0.5555555556,0.6666666667,0.5555555556,0.8888888889,0.55555556,0.5555555556,0.5555555556,0.7777777778,0,0,0.58,-0.2,0.6,9
53,13,0.3333333333,0.3333333333,0.3333333333,0.7777777778,0.44444444,0.5555555556,0.3333333333,0.6666666667,1,1,0.48,0.26,0.45,7
53,14,0.5555555556,0.4444444444,0.5555555556,0.5555555556,0.55555556,0.6666666667,0.5555555556,0.4444444444,0,0,0.56,-0.28,0.65,8
53,15,0.4444444444,0.4444444444,0.4444444444,0.8888888889,0.55555556,0.4444444444,0.3333333333,0.7777777778,5,4,0.41,-0.1,0.35,7
53,16,0.5555555556,0.4444444444,0.5555555556,0.1111111111,0.55555556,0.5555555556,0.3333333333,0.6666666667,5,4,0.44,-0.15,0.39,6
53,17,0.5555555556,0.4444444444,0.5555555556,0.4444444444,0.55555556,0.7777777778,0.3333333333,0.5555555556,1,5,0.44,-0.02,0.48,8
53,18,0.5555555556,0.3333333333,0.5555555556,0.3333333333,0.77777778,0.7777777778,0.5555555556,0.1111111111,5,9,0.55,-0.35,0.55,7
53,19,0.5555555556,0.4444444444,0.5555555556,0.4444444444,0.88888889,1,0.4444444444,0.4444444444,1,4,0.42,-0.03,0.48,7
53,20,0.2222222222,0.4444444444,0.4444444444,0.4444444444,0.44444444,0.6666666667,0.3333333333,0.4444444444,5,9,0.26,0.3,0.46,8
53,21,0.2222222222,0.3333333333,0.2222222222,0.5555555556,0.22222222,0.6666666667,0.4444444444,0.4444444444,1,3,0.43,0.41,0.48,8
53,22,0.2222222222,0.4444444444,0.2222222222,0.4444444444,0.44444444,0.5555555556,0.4444444444,0.5555555556,4,5,0.47,0.24,0.49,7
53,23,0.2222222222,0.3333333333,0.3333333333,0.5555555556,0.44444444,0.7777777778,0.3333333333,0.6666666667,2,9,0.46,0.48,0.48,8
53,24,0.3333333333,0.4444444444,0.2222222222,0.5555555556,0.44444444,0.7777777778,0.6666666667,0.6666666667,1,4,0.44,0.45,0.5,7
53,25,0.2222222222,0.3333333333,0.2222222222,0.5555555556,0.66666667,0.5555555556,0.5555555556,0.6666666667,2,4,0.43,0.53,0.47,8
53,26,0.3333333333,0.2222222222,0.3333333333,0.2222222222,0.55555556,0.5555555556,0.2222222222,0.2222222222,1,4,0.21,-0.12,0.26,8
53,27,0.3333333333,0.3333333333,0.3333333333,0.1111111111,0.44444444,0.4444444444,0.3333333333,0.4444444444,4,4,0.26,-0.12,0.29,7
53,28,0.2222222222,0.3333333333,0.3333333333,0.5555555556,0.55555556,0.5555555556,0.2222222222,0.5555555556,2,4,0.17,-0.22,0.3,6
53,29,0.4444444444,0.5555555556,0.4444444444,0.4444444444,0.55555556,0.5555555556,0.4444444444,0.4444444444,1,4,0.44,0.69,0.38,7
53,30,0.2222222222,0.4444444444,0.2222222222,0.3333333333,0.55555556,0.6666666667,0.2222222222,0.5555555556,5,4,0.29,-0.36,0.35,8
53,31,0.2222222222,0.1111111111,0.2222222222,0.6666666667,0.88888889,0.6666666667,0,0.3333333333,5,9,0.16,-0.88,0.25,7
53,32,0.2222222222,0.1111111111,0.2222222222,0.7777777778,0.44444444,0.6666666667,0.2222222222,0.6666666667,5,9,0.3,-0.09,0.3,6
53,33,0.2222222222,0.2222222222,0.2222222222,0.4444444444,0.33333333,0.3333333333,0.2222222222,0.4444444444,5,9,0.05,-0.16,0.25,5
53,34,0.2222222222,0.3333333333,0.2222222222,0.3333333333,0.22222222,0.3333333333,0.1111111111,0.3333333333,4,10,0.07,-0.5,0.22,8
53,35,0.1111111111,0.3333333333,0.1111111111,0.4444444444,0.44444444,0.5555555556,0.3333333333,0.6666666667,5,9,0.08,-0.33,0.24,6
53,36,0.2222222222,0.2222222222,0.2222222222,0.3333333333,0.22222222,0.3333333333,0.1111111111,0.4444444444,5,9,0.17,-0.16,0.2,7
53,37,0.2222222222,0.3333333333,0.2222222222,0.4444444444,0.11111111,0.5555555556,0.1111111111,0.3333333333,5,5,0.06,0.04,0.22,6
54,0,0.8333333333,1,1,0.8333333333,1,1,1,0.2,0,0,0.57,-0.38,0.63,8
54,1,0.6666666667,0.6,0.6666666667,0.3333333333,0.83333333,0.8,0.6,0,1,4,0.5,-0.23,0.5,8
54,2,0.6666666667,0.8,1,0.3333333333,0.66666667,0.8,0.8,0.2,0,0,0.48,-0.54,0.58,7
54,3,0.6666666667,0.6,0.6666666667,0.3333333333,0.66666667,0.6,0.8,0,1,4,0.4,-0.06,0.5,8
54,4,0.6666666667,0.6,1,0.3333333333,0.66666667,0.6,0.8,0,1,0,0.52,-0.32,0.55,8
54,5,0.6666666667,0.6,0.8333333333,0.6666666667,0.66666667,0.8,0.8,0.4,0,0,0.49,0.04,0.54,8
54,6,0.6666666667,0.8,0.6666666667,0.5,0.83333333,1,0.8,0,0,4,0.48,-0.38,0.51,7
54,7,0.6666666667,0.6,0.6666666667,0.3333333333,0.66666667,0.8,0.8,0.4,1,7,0.52,-0.26,0.5,8
54,8,0.6666666667,0.8,0.6666666667,0.5,0.66666667,0.8,0.8,0.2,2,4,0.47,-0.16,0.5,8
54,9,0.6666666667,0.8,0.6666666667,0,0.66666667,0.8,0.8,0.4,1,1,0.48,-0.31,0.46,8
54,10,0.5,0.8,0.6666666667,0.5,0.66666667,0.8,0.8,0.2,2,5,0.53,-0.28,0.5,8
54,11,0.3333333333,0.4,0.3333333333,0.5,0.5,0.4,0.4,0.2,1,4,0.61,-0.52,0.51,6
54,12,0.3333333333,0.4,0.3333333333,0,0.33333333,0.4,0.4,0,1,7,0.52,-0.59,0.5,7
54,13,0.1666666667,0.2,0.3333333333,0.3333333333,0.33333333,0.6,0.4,0,1,4,0.52,-0.2,0.48,8
54,14,0.1666666667,0.2,0.1666666667,0,0.16666667,0.2,0.2,0,1,4,0.29,-0.08,0.32,6
54,15,0.1666666667,0.2,0.1666666667,0.1666666667,0.33333333,0.2,0.2,0,1,0,0.33,-0.17,0.29,5
54,16,0.1666666667,0.2,0.1666666667,0.1666666667,0.16666667,0.2,0.2,0,1,4,0.28,-0.57,0.32,8
54,17,0.1666666667,0.2,0.1666666667,0,0.16666667,0.2,0.2,0,1,4,0.4,-0.1,0.33,5
54,18,0.1666666667,0.2,0.1666666667,0.1666666667,0.16666667,0.2,0.2,0.2,1,4,0.32,-0.25,0.35,7
54,19,0.1666666667,0.2,0.1666666667,0.3333333333,0.33333333,0.2,0.2,0,3,4,0.37,0.26,0.24,7
54,20,0.1666666667,0.2,0.1666666667,0,0.16666667,0.2,0.2,0,2,8,0.5,-0.59,0.3,6
54,21,0.1666666667,0.2,0.1666666667,0,0.5,0.2,0.2,0,2,6,0.44,0.19,0.29,7
54,22,0.1666666667,0.2,0.3333333333,0.3333333333,0.5,0.4,0.4,0,2,4,0.47,-0.32,0.33,6
54,23,0.1666666667,0.2,0.1666666667,0.1666666667,0.33333333,0.2,0.2,0,1,4,0.52,-0.17,0.28,5
54,24,0.6666666667,0.4,0.3333333333,0.5,0.33333333,0.4,0.4,0,2,5,0.41,-0.05,0.18,7
54,25,0.1666666667,0.2,0.3333333333,0.1666666667,0.83333333,0.2,0.2,0.2,2,9,0.29,-0.05,0.17,7
54,26,0.1666666667,0.2,0.1666666667,0.1666666667,0.33333333,0.4,0.4,0.2,5,9,0.39,-0.05,0.18,7
55,0,0.8,0.8333333333,0.8,0.8,0.8,1,0.8333333333,0.8333333333,1,0,0.7,0.31,0.65,9
55,1,0.4,0.5,0.4,0.8,0.6,0.6666666667,0.5,0.6666666667,1,0,0.59,0.03,0.48,7
55,2,0.6,0.5,0.8,0.8,0.6,0.5,0.6666666667,0.6666666667,1,7,0.55,0.23,0.54,8
55,3,0.4,0.5,0.4,0.6,0.4,0.6666666667,0.5,0.6666666667,1,3,0.54,0,0.48,6
55,4,0.4,0.5,0.8,0.6,0.8,0.8333333333,0.6666666667,0.6666666667,1,0,0.59,0.08,0.54,8
55,5,0.4,0.5,0.4,0.8,0.8,0.5,0.5,0.6666666667,1,4,0.6,0,0.46,8
55,6,0.4,0.5,0.4,0.4,0.6,0.8333333333,0.5,0.6666666667,4,8,0.53,-0.38,0.55,8
55,7,0.4,0.5,0.4,1,0.6,0.6666666667,0.3333333333,0.8333333333,2,5,0.63,0.06,0.56,7
55,8,0.4,0.3333333333,0.4,1,0.8,0.6666666667,0.3333333333,1,2,9,0.68,0.25,0.62,8
55,9,0.4,0.5,0.4,1,0.8,0.6666666667,0.3333333333,1,2,5,0.75,0.07,0.54,5
56,0,1,0.8571428571,1,1,1,0.8571428571,0.8571428571,0.8571428571,0,0,0.81,-0.79,0.66,8
56,1,1,0.8571428571,1,1,1,0.7142857143,0.8571428571,0.8571428571,0,0,0.81,-0.08,0.78,8
56,2,1,1,1,1,1,0.8571428571,0.8571428571,0.8571428571,0,1,0.81,-0.14,0.76,8
56,3,1,0.8571428571,1,1,1,0.8571428571,0.8571428571,0.8571428571,0,3,0.77,-0.15,0.71,8
56,4,1,0.8571428571,1,0.8,1,0.8571428571,0.8571428571,0.7142857143,0,1,0.88,-0.42,0.75,8
56,5,1,0.8571428571,1,1,1,0.8571428571,0.8571428571,0.7142857143,0,0,0.84,0.03,0.67,8
56,6,0.8,0.7142857143,0.8,1,1,0.8571428571,0.7142857143,0.8571428571,0,2,0.78,-0.23,0.61,8
56,7,1,0.8571428571,1,0.8,1,0.8571428571,0.7142857143,0.8571428571,0,1,0.8,-0.8,0.63,8
56,8,0.8,0.7142857143,1,1,1,0.8571428571,0.8571428571,0.5714285714,0,1,0.83,-0.32,0.54,8
56,9,0.8,0.7142857143,0.8,1,0.8,0.7142857143,0.7142857143,0.8571428571,0,0,0.81,-0.75,0.58,8
56,10,0.8,0.8571428571,1,1,1,0.7142857143,0.8571428571,0.7142857143,0,1,0.7,-0.33,0.67,8
56,11,0.8,0.8571428571,1,0.6,1,0.8571428571,0.8571428571,0.5714285714,0,0,0.86,0.08,0.73,8
56,12,1,0.8571428571,1,1,1,0.8571428571,0.8571428571,0.8571428571,0,0,0.79,-0.45,0.74,8
56,13,0.2,0.5714285714,0.6,0.6,0.6,0.5714285714,0.5714285714,0.7142857143,5,9,0.39,0.29,0.39,6
56,14,0.2,0.5714285714,0.6,0.6,0.8,0.7142857143,0.7142857143,0.8571428571,4,9,0.38,0.66,0.31,8
56,15,0.2,0.5714285714,0.4,0.8,0.6,0.7142857143,0.5714285714,0.7142857143,1,0,0.39,0.34,0.44,7
56,16,0.4,0.5714285714,0.6,0.6,0.8,0.7142857143,0.7142857143,0.2857142857,2,4,0.33,0.44,0.45,8
56,17,0.2,0.5714285714,0.6,0.6,1,0.7142857143,0.5714285714,0.1428571429,1,4,0.38,-0.1,0.43,8
56,18,0.2,0.2857142857,0.2,0.8,0.4,0.4285714286,0.4285714286,0.8571428571,1,3,0.5,0.27,0.33,8
56,19,0.6,0.5714285714,0.8,0.8,0.8,0.7142857143,0.7142857143,0.7142857143,4,0,0.59,-0.48,0.47,8
56,20,0,0.5714285714,0.8,1,0.6,0.8571428571,0.5714285714,0.8571428571,4,9,0.64,-0.89,0.57,8
56,21,0.2,0.2857142857,0.2,0.6,0.2,0.5714285714,0.4285714286,0.7142857143,2,4,0.53,-0.42,0.39,7
57,0,1,1,1,0.4,1,1,1,0.2,0,3,0.52,0.74,0.68,7
57,1,0.6,0.6,0.6,0.8,1,1,0.6,0.4,2,1,0.45,0.12,0.43,8
57,2,0.6,0.6,0.6,0.2,0.8,0.8,0.6,0,2,2,0.38,0.22,0.4,7
57,3,0.6,0.6,0.6,0.8,0.6,0.8,0.6,0.6,1,4,0.42,-0.18,0.45,6
57,4,0.6,0.6,0.6,0.4,0.6,0.6,0.6,0.4,5,4,0.37,0.43,0.48,8
57,5,0.6,0.6,0.6,0.4,0.8,0.8,0.6,0.4,1,0,0.38,-0.15,0.54,7
57,6,0.4,0.4,0.6,0.6,1,0.6,0.4,0.8,2,4,0.48,0.27,0.57,7
57,7,0.6,0.6,0.6,0.4,0.6,0.6,0.6,0.2,1,4,0.39,-0.14,0.44,8
57,8,0.6,0.6,0.6,0.6,0.6,0.8,0.6,0.4,1,0,0.48,-0.03,0.59,8
57,9,0.2,0.2,0.2,0.6,0.2,0.8,0.2,0,2,4,0.44,0.1,0.34,6
57,10,0.2,0.2,0.2,0.6,0.8,0.8,0.2,0.2,2,6,0.42,0.53,0.34,6
57,11,0.2,0.2,0.2,0.6,0.4,0.2,0.2,0.8,5,9,0.28,0.45,0.24,6
57,12,0.2,0.2,0.2,0.4,0.2,0.4,0.2,0.6,2,5,0.26,0.58,0.26,5
58,0,1,1,1,0.6666666667,1,1,1,0.875,0,1,0.72,0.74,0.77,8
58,1,0.6666666667,0.5,0.6666666667,0,0.66666667,0.5,0.5,0.375,1,1,0.54,0.18,0.57,8
58,2,0.6666666667,0.5,0.6666666667,0.6666666667,0.66666667,0.5,0.5,0.75,0,1,0.56,0.39,0.51,8
58,3,0.6666666667,0.5,0.6666666667,0.3333333333,0.66666667,0.5,0.625,0.375,1,1,0.55,0.2,0.65,8
58,4,0.6666666667,0.5,0.6666666667,0.6666666667,0.66666667,0.5,0.5,0.5,0,1,0.53,0.43,0.47,7
58,5,0,0.625,0,0.6666666667,0.33333333,0.625,0.375,0.625,5,9,0.38,1.54,0.49,5
58,6,0,0.5,0,0.3333333333,0.33333333,0.75,0.375,0.625,4,8,0.39,1.51,0.33,6
58,7,0.3333333333,0.625,0.3333333333,0.3333333333,0.33333333,0.625,0.5,0.75,2,6,0.47,1.41,0.49,7
58,8,0,0.375,0,0.6666666667,0.33333333,0.75,0.25,0.75,5,9,0.44,1.4,0.44,8
58,9,0,0.375,0,0.6666666667,0.33333333,0.625,0.375,0.75,4,9,0.5,0.97,0.43,7
59,0,0.5714285714,0.6666666667,0.7142857143,0.7142857143,1,1,0.6666666667,0.4444444444,0,0,0.68,-0.09,0.8,7
59,1,1,1,1,1,1,1,0.8888888889,0.7777777778,0,2,0.74,0.44,0.67,8
59,2,0.8571428571,1,1,0.5714285714,1,1,0.8888888889,0.5555555556,1,2,0.55,0.61,0.7,8
59,3,0.8571428571,1,1,0.8571428571,1,1,0.8888888889,0.7777777778,1,2,0.71,0.09,0.72,8
59,4,0.8571428571,1,1,0.8571428571,1,1,0.8888888889,0.7777777778,0,5,0.62,0.39,0.67,8
59,5,0.8571428571,1,1,0.7142857143,0.85714286,0.7777777778,0.8888888889,0.5555555556,1,4,0.57,-0.4,0.6,7
